pre_speed_mean,post_speed_mean,speed_change
46.104166666666664,44.095000000000006,-2.0091666666666583
31.68916666666667,31.918333333333337,0.22916666666666785
49.59666666666667,49.005833333333335,-0.590833333333336
46.33083333333334,43.04,-3.290833333333339
53.47666666666666,49.775,-3.701666666666661
33.46333333333333,45.27083333333334,11.807500000000012
26.054999999999996,46.689166666666665,20.63416666666667
49.19416666666667,48.301666666666655,-0.8925000000000125
53.10583333333333,54.63666666666666,1.5308333333333337
18.1,9.06,-9.040000000000001
56.78166666666666,56.339999999999996,-0.4416666666666629
15.085833333333339,7.336666666666666,-7.749166666666673
63.144166666666656,57.63249999999999,-5.511666666666663
19.9225,18.779166666666665,-1.1433333333333344
44.745,49.9675,5.222500000000004
36.01583333333333,42.89166666666667,6.87583333333334
39.72083333333333,52.828333333333326,13.107499999999995
-2.1150000000000007,-0.12833333333333333,1.9866666666666672
48.406666666666666,41.87416666666666,-6.532500000000006
44.910833333333336,43.5325,-1.3783333333333374
49.93416666666666,49.535,-0.399166666666666
19.2,21.50916666666667,2.3091666666666697
34.19916666666666,23.00583333333333,-11.193333333333332
50.18583333333333,50.46666666666667,0.2808333333333408
20.115833333333335,19.374166666666667,-0.7416666666666671
59.77583333333334,60.21166666666667,0.43583333333333485
55.95666666666667,58.38166666666666,2.42499999999999
41.714999999999996,21.230833333333337,-20.48416666666666
35.11333333333334,18.28666666666667,-16.826666666666668
50.296666666666674,50.655833333333334,0.35916666666665975
49.74916666666667,46.18,-3.5691666666666677
46.57749999999999,44.843333333333334,-1.7341666666666598
36.37,27.12833333333334,-9.241666666666656
50.26500000000001,50.514166666666675,0.24916666666666742
44.251666666666665,21.148333333333333,-23.10333333333333
17.029166666666665,17.635,0.6058333333333366
43.71666666666666,43.62083333333333,-0.09583333333333144
56.04583333333334,58.95833333333332,2.91249999999998
17.508333333333333,21.005,3.496666666666666
17.241666666666667,16.510833333333334,-0.730833333333333
53.19166666666667,48.748333333333335,-4.443333333333335
48.30916666666666,49.1825,0.8733333333333348
50.44499999999999,50.383333333333326,-0.061666666666667425
37.90500000000001,48.66916666666666,10.764166666666654
33.46333333333333,45.27083333333334,11.807500000000012
,,
31.981666666666666,44.42000000000001,12.438333333333343
48.958333333333336,48.7175,-0.24083333333333456
59.306666666666665,58.4725,-0.8341666666666683
14.219999999999999,17.44,3.2200000000000024
19.228333333333335,20.751666666666665,1.5233333333333299
29.165000000000003,17.9875,-11.177500000000002
27.611666666666665,10.929166666666667,-16.682499999999997
33.163333333333334,37.98583333333334,4.822500000000005
27.912499999999998,25.77083333333333,-2.1416666666666693
37.30583333333333,27.360833333333336,-9.944999999999997
59.66416666666667,60.62583333333333,0.961666666666666
21.491666666666664,27.2225,5.7308333333333366
48.464999999999996,49.10583333333333,0.6408333333333331
58.89249999999999,60.44083333333334,1.5483333333333462
52.56666666666667,55.59083333333333,3.024166666666659
56.324999999999996,58.95833333333332,2.6333333333333258
62.985833333333325,62.40333333333333,-0.582499999999996
