index,DR Number,Date Occurred,Time Occurred,latitude,longitude
5922,120907818,2012-03-09,15:15,34.1721,-118.4662
5931,120907647,2012-03-07,16:10,34.1594,-118.4486
5934,120908714,2012-03-27,17:50,34.1703,-118.4662
5935,120907974,2012-03-11,15:00,34.1538,-118.4662
5943,120909142,2012-04-04,13:00,34.1576,-118.4312
5969,121009160,2012-04-17,22:15,34.1775,-118.536
5970,121010886,2012-05-24,16:05,34.1723,-118.5185
5973,120912367,2012-06-02,21:00,34.1721,-118.4662
5976,120913374,2012-06-23,03:15,34.1553,-118.4312
5987,120910761,2012-05-05,09:40,34.1585,-118.4662
5989,120911140,2012-05-11,11:00,34.1594,-118.4487
5991,120911945,2012-05-14,19:00,34.1538,-118.4662
5992,120909335,2012-04-06,12:25,34.1576,-118.44
5997,120913621,2012-06-27,17:55,34.1721,-118.4662
5998,120911594,2012-05-19,14:55,34.1576,-118.4659
6010,120912773,2012-06-10,09:00,34.1576,-118.44
6027,120912462,2012-06-04,18:30,34.1576,-118.4052
6038,120912939,2012-06-13,10:15,34.1538,-118.4662
6042,120911729,2012-05-22,07:50,34.1538,-118.4662
6048,120913194,2012-06-19,15:00,34.1576,-118.4225
6051,120909985,2012-04-20,00:05,34.1603,-118.4656
6053,120909565,2012-04-12,08:20,34.2012,-118.4734
6067,120910355,2012-04-13,15:00,34.1538,-118.4662
6069,120910009,2012-04-20,18:20,34.1576,-118.44
6070,120912284,2012-06-01,14:40,34.1685,-118.4659
6076,120911185,2012-05-12,13:15,34.1721,-118.4662
6080,120912689,2012-06-08,12:15,34.1576,-118.44
6086,120912996,2012-06-14,13:50,34.1586,-118.4312
6090,120911968,2012-05-26,03:35,34.1576,-118.4138
6095,120913234,2012-06-19,21:45,34.2012,-118.4723
6098,120909776,2012-04-14,17:30,34.1576,-118.44
6110,120911864,2012-05-24,16:40,34.1649,-118.4662
6111,120911484,2012-05-16,15:15,34.1594,-118.4487
6112,120912262,2012-06-01,10:30,34.183,-118.4699
6122,120912997,2012-06-14,16:00,34.1553,-118.4312
6125,120910480,2012-04-29,21:40,34.1703,-118.4662
6129,120913299,2012-06-21,07:40,34.1594,-118.4487
6143,120911733,2012-05-22,10:30,34.1576,-118.4312
6144,120911188,2012-05-12,18:10,34.1553,-118.4312
6163,120911194,2012-05-13,00:01,34.153,-118.4487
6165,120909969,2012-04-03,14:00,34.1594,-118.4487
6180,120910424,2012-04-28,14:20,34.1576,-118.4432
6184,120911279,2012-05-14,09:10,34.1557,-118.4312
6185,120910237,2012-04-25,09:45,34.1538,-118.4662
6190,120911058,2012-05-09,07:30,34.1576,-118.4225
6196,120912961,2012-06-13,19:20,34.1794,-118.4662
6202,120911535,2012-05-17,13:55,34.1758,-118.4662
6204,120910687,2012-05-03,13:35,34.1576,-118.4236
6209,120909450,2012-04-10,19:00,34.1721,-118.4662
6218,120909484,2012-04-11,11:15,34.153,-118.4312
6233,120912558,2012-05-19,16:30,34.1576,-118.438
6238,120909698,2012-04-14,19:00,34.1631,-118.4662
6239,120913297,2012-06-21,10:15,34.1721,-118.4662
6245,120910680,2012-05-03,14:15,34.1576,-118.4149
6246,120910896,2012-03-29,14:15,34.1576,-118.44
6249,120910300,2012-04-24,12:00,34.1576,-118.4312
6256,120912341,2012-06-02,14:40,34.153,-118.4487
6260,120911333,2012-05-15,16:15,34.182,-118.4662
6266,120911895,2012-05-25,08:40,34.1594,-118.4486
6274,120910200,2012-04-24,20:20,34.1576,-118.438
6275,120912030,2012-05-28,10:55,34.1576,-118.4659
6278,120911107,2012-05-10,07:10,34.1597,-118.4662
6279,120910089,2012-04-22,11:35,34.1685,-118.4659
6280,120913401,2012-06-22,18:05,34.153,-118.4487
6285,120911403,2012-05-14,21:15,34.1576,-118.4312
6286,120917078,2012-03-27,06:55,34.1622,-118.4662
6291,120913258,2012-06-20,08:40,34.1758,-118.4673
6296,120911187,2012-05-12,12:15,34.1721,-118.4662
6298,120911935,2012-05-25,14:45,34.1794,-118.4662
6316,120913815,2012-06-25,13:45,34.1806,-118.4662
6317,120912488,2012-06-02,13:15,34.1576,-118.4138
6323,120910360,2012-04-27,18:00,34.2012,-118.4706
6326,120910961,2012-05-08,09:40,34.1538,-118.4662
6328,120909682,2012-04-14,22:15,34.1594,-118.4487
6335,120910124,2012-04-23,10:10,34.1721,-118.4662
6349,120913275,2012-06-16,14:00,34.1576,-118.44
6366,120911402,2012-05-16,10:30,34.1794,-118.4662
6368,120911245,2012-05-13,11:15,34.153,-118.4487
6372,120910070,2012-04-21,13:30,34.1576,-118.4659
6374,120911051,2012-05-09,17:40,34.1517,-118.4671
6377,120910203,2012-04-24,16:57,34.1576,-118.44
6382,120909527,2012-04-12,12:20,34.1721,-118.4662
6389,120909731,2012-04-16,12:45,34.1585,-118.464
6399,120910350,2012-04-25,16:15,34.1517,-118.4671
6405,120913605,2012-06-27,19:00,34.1794,-118.4662
6408,120912567,2012-06-06,12:30,34.1867,-118.4728
6409,120912229,2012-05-31,14:15,34.1576,-118.44
6422,120910577,2012-05-01,21:10,34.1758,-118.4662
6428,120909455,2012-04-10,15:00,34.1597,-118.4662
6429,120912940,2012-06-01,17:40,34.1794,-118.4662
6430,120911618,2012-05-12,11:00,34.1576,-118.4225
6433,120911091,2012-03-22,17:45,34.1594,-118.4487
6439,120911801,2012-05-22,19:20,34.1576,-118.4574
6446,120909986,2012-04-20,01:00,34.2012,-118.4723
6453,120912851,2012-06-11,18:50,34.1649,-118.4662
6465,120909806,2012-04-17,10:30,34.1576,-118.4225
6472,120910296,2012-04-26,01:05,34.1721,-118.4662
6474,120911216,2012-05-13,14:30,34.2012,-118.4723
6482,120911946,2012-05-26,03:30,34.1867,-118.4727
6483,120911124,2012-05-11,01:15,34.1673,-118.4659
6493,121108367,2012-03-27,08:10,34.0834,-118.2282
6499,121010562,2012-05-18,08:45,34.1549,-118.4721
6509,121010022,2012-05-07,22:20,34.1723,-118.5185
6511,121009292,2012-04-19,11:00,34.1686,-118.5203
6523,121009847,2012-05-03,10:30,34.1724,-118.536
6526,121007751,2012-03-17,18:10,34.1724,-118.5407
6540,121008366,2012-03-30,17:10,34.1745,-118.536
6546,121010293,2012-05-13,12:25,34.2012,-118.4749
6547,121009484,2012-04-26,03:00,34.1867,-118.4749
6550,121011293,2012-06-01,22:30,34.1737,-118.536
6565,121010801,2012-05-23,08:00,34.1649,-118.4793
6566,121012008,2012-06-18,12:35,34.1706,-118.5011
6570,121007291,2012-03-07,07:10,34.2012,-118.4749
6574,121009682,2012-04-27,01:30,34.1558,-118.4697
6580,121010541,2012-05-16,16:25,34.1729,-118.536
6581,121011091,2012-05-29,13:45,34.1723,-118.5163
6593,121009136,2012-04-17,13:05,34.2012,-118.4749
6596,121007503,2012-03-12,14:30,34.1698,-118.5386
6610,121008761,2012-04-09,15:45,34.1649,-118.4924
6612,121011963,2012-06-17,02:20,34.1722,-118.5012
6616,121008030,2012-03-22,15:15,34.2085,-118.4749
6617,121010511,2012-05-11,17:00,34.192,-118.4749
6619,121011256,2012-06-01,12:00,34.1723,-118.5142
6622,121010263,2012-05-12,21:40,34.1724,-118.5407
6640,121007766,2012-03-17,01:10,34.1722,-118.5011
6642,121007332,2012-03-08,02:15,34.1722,-118.5011
6645,121007415,2012-03-10,08:18,34.2214,-118.4749
6650,121008330,2012-03-29,14:20,34.1705,-118.5402
6658,121009354,2012-04-23,05:30,34.1724,-118.536
6661,121008449,2012-04-01,15:10,34.1723,-118.5185
6675,121011354,2012-06-03,16:45,34.1723,-118.5185
6678,121012345,2012-06-26,16:30,34.1724,-118.5407
6685,121008838,2012-04-10,15:00,34.1543,-118.4689
6686,121010324,2012-05-14,07:55,34.1722,-118.5012
6690,121007387,2012-03-01,15:40,34.1724,-118.5408
6697,121011090,2012-05-29,11:30,34.1867,-118.4749
6701,121008019,2012-03-22,19:50,34.1722,-118.5012
6712,121007801,2012-03-18,20:35,34.1667,-118.5054
6713,121008094,2012-03-18,16:20,34.2214,-118.4765
6714,121012256,2012-06-24,02:55,34.1722,-118.522
6729,121010697,2012-05-20,01:00,34.2214,-118.4749
6744,121010077,2012-05-08,23:20,34.1867,-118.4783
6745,121007488,2012-03-09,15:00,34.1705,-118.5402
6746,121008117,2012-03-24,22:20,34.2085,-118.4749
6751,121011893,2012-06-15,08:20,34.2085,-118.4749
6761,121012236,2012-06-23,13:15,34.1557,-118.4697
6766,121008078,2012-03-23,12:30,34.1939,-118.4749
6769,121009361,2012-04-23,10:30,34.1939,-118.4749
6771,121011456,2012-06-06,11:00,34.1705,-118.5402
6777,121009174,2012-04-18,16:55,34.1659,-118.5011
6785,121012052,2012-06-19,12:25,34.1723,-118.5185
6790,121011689,2012-06-11,12:35,34.1686,-118.5186
6802,121008131,2012-03-15,15:30,34.1724,-118.5407
6826,121009880,2012-05-01,14:00,34.2012,-118.4749
6830,121007619,2012-03-14,14:40,34.1729,-118.536
6840,121010316,2012-05-14,05:05,34.2049,-118.4749
6843,121011481,2012-06-06,17:20,34.167,-118.4923
6848,121009739,2012-05-01,08:25,34.1543,-118.4689
6850,121010013,2012-05-04,16:00,34.1775,-118.536
6851,121009856,2012-05-03,12:50,34.2012,-118.4749
6858,121008433,2012-03-31,14:45,34.2012,-118.4749
6866,121010114,2012-05-09,18:15,34.1939,-118.4749
6871,121012371,2012-06-27,03:30,34.1867,-118.4749
6878,121009324,2012-04-21,20:50,34.1892,-118.4749
6881,121008865,2012-04-11,12:30,34.1688,-118.5011
6886,121010079,2012-05-08,18:25,34.1867,-118.4774
6890,121009757,2012-05-01,19:35,34.2214,-118.4749
6898,121008136,2012-03-25,14:10,34.1729,-118.536
6899,121010758,2012-05-22,14:50,34.1867,-118.4756
6901,121011986,2012-06-17,23:15,34.1543,-118.4689
6903,121008981,2012-04-13,18:20,34.167,-118.4923
6910,121009084,2012-04-16,14:00,34.1689,-118.504
6932,121011285,2012-06-01,22:45,34.2085,-118.4749
6934,121009295,2012-04-21,15:55,34.1668,-118.5186
6935,121007805,2012-03-18,00:01,34.1722,-118.5011
6939,121009412,2012-04-24,12:20,34.1729,-118.536
6944,121009994,2012-05-07,10:00,34.2012,-118.4749
6947,121012000,2012-06-18,12:45,34.1549,-118.4721
6954,121011748,2012-06-12,20:35,34.167,-118.4923
6955,121008909,2012-04-12,12:40,34.2067,-118.4749
6969,121009700,2012-04-30,08:30,34.2214,-118.4749
6980,121008457,2012-04-02,08:40,34.1775,-118.536
6986,121012260,2012-06-24,13:30,34.2012,-118.4749
7004,121008672,2012-04-06,19:25,34.1722,-118.5011
7026,121007095,2012-03-03,23:50,34.1722,-118.5011
7029,121010555,2012-05-16,16:00,34.1729,-118.536
7067,121011231,2012-05-31,15:00,34.1775,-118.536
7073,121010960,2012-05-25,22:30,34.1704,-118.536
7086,121010288,2012-05-13,12:47,34.2012,-118.4749
7087,121011400,2012-06-05,00:40,34.1649,-118.4793
7090,121012155,2012-06-22,07:25,34.1939,-118.4749
7127,121010495,2012-05-16,18:00,34.1703,-118.536
7136,121007517,2012-03-07,14:00,34.1722,-118.5012
7137,121010129,2012-05-07,17:30,34.1722,-118.5012
7139,121010634,2012-05-18,09:00,34.1548,-118.4721
7140,121007143,2012-03-04,13:30,34.1576,-118.4697
7143,121008573,2012-04-04,12:30,34.1698,-118.536
7172,121010543,2012-05-14,18:40,34.2012,-118.4749
7178,121007593,2012-03-13,18:00,34.1713,-118.5185
7182,121008333,2012-03-29,19:20,34.2012,-118.4749
7188,121010345,2012-05-14,16:20,34.1704,-118.536
7189,121010573,2012-05-18,20:45,34.1867,-118.4749
7205,121011108,2012-05-29,12:00,34.1867,-118.4749
7207,121008420,2012-03-31,19:05,34.175,-118.536
7211,121009137,2012-04-17,14:50,34.2214,-118.4749
7213,121009350,2012-04-22,21:30,34.167,-118.4923
7216,121008766,2012-04-09,15:20,34.1713,-118.5185
7233,121112067,2012-06-02,13:30,34.1121,-118.2669
7244,121110729,2012-05-09,09:45,34.1045,-118.2592
7246,121112768,2012-06-16,10:40,34.0827,-118.2239
7249,121107870,2012-03-17,17:45,34.1437,-118.2257
7262,121112724,2012-06-15,04:50,34.1132,-118.248
7263,121107007,2012-03-02,03:20,34.1285,-118.2693
7271,121108433,2012-03-25,23:30,34.106,-118.2566
7273,121112277,2012-06-06,16:35,34.117,-118.2717
7292,121112077,2012-06-02,18:35,34.0778,-118.235
7300,121112000,2012-06-01,07:10,34.1062,-118.2563
7308,121112595,2012-06-12,22:40,34.0688,-118.2381
7310,121110477,2012-05-04,07:15,34.1201,-118.2289
7318,121110745,2012-05-09,13:30,34.1037,-118.2573
7320,121110476,2012-05-04,09:50,34.1103,-118.2435
7322,121112467,2012-06-09,19:37,34.1045,-118.2592
7333,121112725,2012-06-14,22:40,34.0848,-118.2212
7334,121107201,2012-03-04,14:00,34.1045,-118.2592
7336,121108759,2012-04-04,11:24,34.1078,-118.2545
7338,121109404,2012-04-15,00:30,34.0966,-118.2426
7342,121107828,2012-03-16,15:10,34.0839,-118.2224
7355,121112097,2012-06-01,20:20,34.1154,-118.2433
7356,121110783,2012-05-09,22:40,34.0957,-118.2446
7359,121108429,2012-03-28,14:05,34.1078,-118.2544
7366,121111411,2012-05-22,07:50,34.1149,-118.2458
7370,121110603,2012-05-06,23:59,34.1188,-118.2365
7374,121109589,2012-04-18,09:20,34.1079,-118.2666
7381,121109122,2012-04-10,16:30,34.0714,-118.2353
7385,121108096,2012-03-22,12:10,34.1062,-118.2563
7398,121111966,2012-05-31,14:15,34.0858,-118.2183
7405,121110854,2012-05-10,19:10,34.0875,-118.2319
7406,121108605,2012-03-31,22:15,34.108,-118.2671
7409,121109505,2012-04-16,13:53,34.1428,-118.226
7410,121110525,2012-05-05,13:55,34.0794,-118.2868
7416,121108784,2012-04-03,17:25,34.117,-118.2717
7420,121107675,2012-03-14,11:00,34.1157,-118.2358
7422,121111254,2012-05-18,12:45,34.1123,-118.2436
7428,121112289,2012-06-07,08:55,34.108,-118.2671
7434,121111296,2012-05-19,17:00,34.0839,-118.2224
7437,121109693,2012-04-18,18:20,34.1331,-118.2333
7446,121111717,2012-05-27,19:30,34.1132,-118.2365
7449,121111461,2012-05-22,16:20,34.1156,-118.2466
7457,121108765,2012-04-04,11:00,34.1554,-118.2939
7459,121112700,2012-06-14,17:05,34.1062,-118.2518
7470,121109058,2012-04-10,07:30,34.0957,-118.2446
7473,121112382,2012-06-08,16:30,34.1212,-118.2297
7474,121111873,2012-05-30,06:00,34.1235,-118.2685
7478,121109331,2012-04-13,17:35,34.0957,-118.2446
7480,121107962,2012-03-19,20:10,34.0839,-118.2224
7485,121109497,2012-04-16,15:30,34.1191,-118.2385
7489,121110695,2012-05-08,19:10,34.108,-118.2671
7490,121107481,2012-03-10,20:15,34.1167,-118.2432
7501,121108417,2012-03-28,08:05,34.1216,-118.2301
7529,121107342,2012-03-07,07:30,34.0937,-118.2092
7539,121108758,2012-04-04,11:23,34.1078,-118.2544
7549,121109759,2012-04-21,12:50,34.1165,-118.2435
7552,121109577,2012-04-17,12:15,34.1218,-118.2252
7558,121110552,2012-05-06,11:00,34.0839,-118.2224
7561,121107816,2012-03-16,11:15,34.0839,-118.2224
7567,121112236,2012-06-05,21:55,34.0848,-118.2212
7569,121112730,2012-06-15,13:10,34.125,-118.2317
7577,121111425,2012-05-21,18:25,34.1045,-118.2592
7591,121110504,2012-05-04,22:00,34.1105,-118.2431
7592,121111322,2012-05-20,13:25,34.1062,-118.2563
7599,121108772,2012-04-04,07:40,34.1156,-118.2466
7605,121111255,2012-05-17,04:00,34.1286,-118.2282
7610,121111722,2012-05-27,18:30,34.1062,-118.2518
7615,121108479,2012-03-29,09:00,34.117,-118.2717
7619,121112317,2012-06-07,11:00,34.0943,-118.2437
7622,121107043,2012-03-02,20:30,34.1132,-118.248
7624,121109152,2012-04-11,11:10,34.0827,-118.2239
7625,121111357,2012-05-21,09:40,34.1121,-118.2669
7639,121107813,2012-03-16,23:59,34.1499,-118.2822
7646,121110712,2012-05-09,00:40,34.1123,-118.249
7647,121109683,2012-04-19,16:30,34.0943,-118.2437
7650,121108572,2012-03-30,22:20,34.1079,-118.2666
7651,121109066,2012-04-10,13:10,34.0957,-118.2446
7652,121107351,2012-03-08,11:15,34.1078,-118.2544
7659,121109976,2012-04-25,07:35,34.111,-118.242
7662,121108596,2012-03-31,16:10,34.121,-118.2271
7664,121112594,2012-06-12,21:10,34.1149,-118.2458
7671,121111956,2012-05-31,14:40,34.1149,-118.2458
7678,121111773,2012-05-26,13:00,34.1173,-118.2345
7687,121111814,2012-05-25,21:00,34.0848,-118.2212
7688,121107461,2012-03-10,09:05,34.1142,-118.2451
7690,121109323,2012-04-13,12:40,34.0848,-118.2212
7699,121107825,2012-03-16,11:25,34.1235,-118.2685
7716,121111302,2012-05-19,23:30,34.0864,-118.2304
7719,121110157,2012-04-28,10:30,34.1201,-118.2289
7723,121108525,2012-03-30,13:00,34.1554,-118.2939
7733,121110938,2012-05-13,09:50,34.125,-118.2317
7743,121111619,2012-05-26,01:30,34.0827,-118.2239
7745,121112712,2012-06-15,06:20,34.117,-118.2717
7747,121109389,2012-04-14,15:45,34.1161,-118.2441
7749,121110076,2012-04-26,18:10,34.1132,-118.248
7750,121110604,2012-05-07,07:50,34.0968,-118.2088
7755,121111875,2012-05-30,11:00,34.1062,-118.2563
7758,121107876,2012-03-17,23:20,34.1167,-118.2432
7763,121110226,2012-04-29,11:30,34.1024,-118.2546
7774,121107859,2012-03-17,10:35,34.1116,-118.269
7777,121112522,2012-06-11,17:25,34.0688,-118.2381
7779,121107100,2012-03-03,22:15,34.107,-118.2598
7780,121109203,2012-04-11,18:20,34.1062,-118.2563
7787,121108987,2012-04-09,12:50,34.0957,-118.2446
7791,121107764,2012-03-15,15:20,34.1421,-118.2229
7792,121111417,2012-05-22,14:35,34.0861,-118.2211
7794,121100831,2012-06-13,01:20,34.1117,-118.2498
7796,121111091,2012-05-16,14:30,34.0839,-118.2224
7799,121112449,2012-06-10,02:55,34.1161,-118.2441
7808,121107392,2012-03-09,01:50,34.1146,-118.2361
7810,121111999,2012-06-01,12:35,34.1149,-118.2458
7820,121112001,2012-06-01,14:35,34.1404,-118.1869
7822,121109502,2012-04-16,18:45,34.0996,-118.25
7836,121110799,2012-05-10,05:30,34.1235,-118.2685
7837,121112593,2012-06-13,00:30,34.1201,-118.2289
7838,121109414,2012-04-14,12:30,34.118,-118.2648
7863,121110212,2012-04-29,13:55,34.1045,-118.2592
7869,121109447,2012-04-16,03:15,34.1027,-118.2488
7900,121108760,2012-04-04,11:25,34.1078,-118.2545
7902,121112036,2012-06-01,01:30,34.105,-118.2547
7912,121113490,2012-06-27,20:00,34.1078,-118.2544
7913,121112826,2012-06-15,22:40,34.095,-118.2412
7923,121113145,2012-06-23,02:14,34.0961,-118.2072
7931,121113011,2012-06-20,16:35,34.1149,-118.2458
7936,121113269,2012-06-25,17:00,34.0945,-118.2085
7937,121112866,2012-06-18,10:00,34.0983,-118.2436
7940,121112883,2012-06-18,22:30,34.117,-118.2717
7942,121112794,2012-06-16,21:00,34.1532,-118.2759
7945,121113144,2012-06-22,02:50,34.0832,-118.2282
7948,121112979,2012-06-19,19:00,34.1133,-118.2443
7951,121113010,2012-06-20,18:20,34.1076,-118.2646
7956,121113172,2012-06-22,23:45,34.1123,-118.249
7959,121113291,2012-06-26,08:35,34.0848,-118.2212
7960,121112797,2012-06-17,03:00,34.1045,-118.2592
7965,121112948,2012-06-19,21:00,34.1157,-118.2358
7974,121113008,2012-06-20,17:05,34.1421,-118.2229
7979,121113080,2012-06-21,14:20,34.1149,-118.2458
7986,121112889,2012-06-18,17:00,34.1223,-118.2717
7993,121511910,2012-05-17,08:30,34.1649,-118.3845
10207,121509946,2012-04-16,18:45,34.1504,-118.3965
10209,121508034,2012-03-12,22:55,34.1316,-118.352
10213,121507922,2012-03-10,13:40,34.1585,-118.3965
10215,121512020,2012-05-22,10:50,34.1558,-118.3965
10219,121509155,2012-03-31,03:00,34.1585,-118.3965
10228,121508866,2012-03-26,16:10,34.1576,-118.3965
10229,121507932,2012-03-10,19:00,34.1722,-118.3877
10235,121512789,2012-06-05,21:15,34.1504,-118.3703
10236,121510277,2012-04-20,15:35,34.1722,-118.3866
10240,121512677,2012-06-05,12:15,34.1649,-118.3825
10243,121513365,2012-06-16,23:25,34.1649,-118.3789
10245,121508640,2012-03-24,02:10,34.1303,-118.35
10254,121509778,2012-04-12,10:45,34.1524,-118.3703
10259,121508146,2012-03-15,05:40,34.1576,-118.3997
10261,121509290,2012-04-03,18:50,34.1321,-118.3529
10264,121511102,2012-05-06,15:15,34.1985,-118.4052
10270,121512052,2012-05-22,15:10,34.1546,-118.379
10275,121512162,2012-05-26,12:45,34.1649,-118.379
10277,121511341,2012-05-10,14:30,34.1585,-118.3965
10279,121508350,2012-03-18,17:00,34.2012,-118.4052
10280,121511972,2012-05-22,10:50,34.2012,-118.4052
10289,121511847,2012-05-20,12:35,34.1558,-118.3965
10291,121507499,2012-03-02,22:00,34.1504,-118.3703
10292,121507559,2012-03-03,21:55,34.2003,-118.4002
10293,121507726,2012-03-07,10:20,34.1722,-118.3899
10296,121510106,2012-04-19,16:50,34.145,-118.3703
10302,121511043,2012-05-05,14:35,34.1504,-118.379
10306,121509879,2012-04-15,16:15,34.1532,-118.4052
10315,121513238,2012-06-14,02:35,34.1425,-118.3643
10320,121511251,2012-05-09,08:10,34.135,-118.3611
10321,121511984,2012-05-22,06:45,34.1794,-118.3976
10326,121508440,2012-03-20,10:20,34.1576,-118.3965
10328,121512461,2012-06-01,05:50,34.1966,-118.4061
10331,121507489,2012-03-02,15:40,34.1504,-118.3965
10335,121513669,2012-06-22,15:50,34.1284,-118.3472
10338,121508639,2012-03-24,01:00,34.1481,-118.3703
10339,121507665,2012-03-06,12:45,34.202,-118.405
10347,121508597,2012-03-23,03:15,34.2158,-118.4112
10348,121513045,2012-06-08,17:25,34.1722,-118.3866
10349,121513631,2012-06-21,21:50,34.145,-118.3703
10359,121512880,2012-06-08,16:05,34.1576,-118.3965
10364,121512451,2012-06-01,10:45,34.1576,-118.3965
10366,121511269,2012-05-09,17:30,34.1504,-118.3703
10369,121509790,2012-04-13,14:20,34.1522,-118.3615
10379,121507521,2012-03-03,08:00,34.2012,-118.4052
10380,121512371,2012-05-30,12:30,34.1794,-118.3965
10383,121508682,2012-03-24,18:10,34.1524,-118.3703
10384,121513702,2012-06-23,10:20,34.1504,-118.3703
10393,121509078,2012-03-31,02:30,34.135,-118.3611
10394,121509242,2012-04-02,15:30,34.1534,-118.3615
10397,121513371,2012-06-17,02:00,34.1722,-118.3877
10406,121510155,2012-04-19,15:10,34.2012,-118.4052
10407,121509384,2012-04-05,19:00,34.1576,-118.379
10412,121511191,2012-03-27,19:00,34.1576,-118.3965
10421,121507850,2012-03-09,02:30,34.1303,-118.35
10438,121509498,2012-04-08,13:00,34.1576,-118.3965
10451,121508734,2012-03-26,00:05,34.1576,-118.3987
10457,121509928,2012-04-15,20:35,34.1588,-118.379
10459,121511602,2012-05-15,12:45,34.1594,-118.4052
10462,121510167,2012-04-20,14:00,34.1545,-118.3703
10467,121508711,2012-03-24,18:35,34.1576,-118.3965
10470,121512929,2012-06-09,11:40,34.2012,-118.4052
10472,121510275,2012-04-22,14:15,34.1529,-118.3703
10476,121508685,2012-03-24,14:00,34.1504,-118.3965
10481,121507496,2012-03-02,14:00,34.1576,-118.4052
10482,121513592,2012-06-21,08:30,34.1361,-118.357
10487,121513443,2012-06-18,16:20,34.1577,-118.3801
10492,121512264,2012-05-28,18:05,34.1289,-118.3469
10503,121508189,2012-03-15,20:30,34.1394,-118.3675
10505,121507968,2012-03-11,12:00,34.2012,-118.405
10507,121511770,2012-05-18,13:30,34.145,-118.3703
10519,121512933,2012-06-09,13:20,34.1576,-118.3965
10543,121509889,2012-04-15,20:30,34.1504,-118.3965
10545,121508268,2012-03-16,08:30,34.1576,-118.3987
10548,121512711,2012-06-05,11:10,34.131,-118.3452
10563,121512765,2012-06-06,09:10,34.1676,-118.3877
10571,121513424,2012-06-18,08:55,34.1522,-118.3615
10572,121512222,2012-05-27,16:55,34.1722,-118.3866
10577,121507597,2012-03-05,11:45,34.1303,-118.35
10581,121510849,2012-05-01,02:00,34.1569,-118.3793
10584,121513004,2012-06-11,11:00,34.1994,-118.4052
10589,121512310,2012-05-29,16:00,34.1522,-118.379
10597,121512014,2012-05-22,13:00,34.1649,-118.379
10598,121507540,2012-03-03,22:00,34.2056,-118.4025
10603,121509857,2012-04-15,10:00,34.1558,-118.3965
10619,121509789,2012-04-13,11:40,34.1722,-118.3877
10622,121509500,2012-04-08,19:15,34.2012,-118.4037
10625,121508459,2012-03-20,17:40,34.1794,-118.3987
10629,121510638,2012-04-28,00:30,34.1524,-118.3703
10631,121513781,2012-06-24,15:15,34.1504,-118.3615
10634,121510682,2012-04-28,17:25,34.1387,-118.3658
10636,121511279,2012-05-09,23:40,34.1387,-118.3658
10641,121513779,2012-06-24,15:50,34.135,-118.3611
10642,121507479,2012-03-02,02:37,34.1481,-118.3703
10649,121512209,2012-05-25,17:30,34.1577,-118.3812
10654,121511057,2012-05-05,14:45,34.2012,-118.4052
10659,121508731,2012-03-25,18:00,34.1372,-118.3633
10660,121513449,2012-06-18,17:35,34.135,-118.3611
10661,121507856,2012-03-08,07:45,34.1576,-118.3965
10667,121507927,2012-03-10,21:30,34.1361,-118.357
10672,121509799,2012-04-13,14:50,34.1286,-118.3471
10695,121513049,2012-06-04,08:30,34.1548,-118.3921
10698,121507572,2012-03-04,15:45,34.1195,-118.3435
10700,121509781,2012-04-12,15:00,34.1758,-118.3878
10701,121511684,2012-05-16,18:40,34.1649,-118.3825
10704,121511194,2012-05-08,08:45,34.1676,-118.3877
10706,121508974,2012-03-19,16:40,34.1576,-118.4031
10710,121507914,2012-03-09,20:05,34.1687,-118.3866
10717,121507769,2012-03-07,17:20,34.1504,-118.3703
10725,121512949,2012-06-08,12:30,34.1529,-118.3703
10726,121511959,2012-05-22,09:40,34.1794,-118.3976
10731,121510901,2012-05-02,18:25,34.2012,-118.4052
10733,121512884,2012-06-08,13:10,34.1722,-118.3877
10736,121508713,2012-03-23,17:23,34.1794,-118.3951
10737,121512181,2012-05-26,11:55,34.1576,-118.3965
10738,121513257,2012-06-14,16:20,34.1529,-118.3703
10740,121512039,2012-05-23,10:40,34.2012,-118.405
10752,121513307,2012-06-15,17:00,34.1504,-118.3703
10761,121512613,2012-06-03,01:05,34.1529,-118.3703
10763,121513667,2012-06-22,18:10,34.1524,-118.3703
10764,121509502,2012-04-08,20:15,34.1524,-118.3703
10767,121511596,2012-05-15,11:40,34.154,-118.3615
10768,121513557,2012-06-20,14:00,34.1122,-118.3346
10773,121512121,2012-05-25,12:30,34.1722,-118.3877
10777,121513003,2012-06-10,16:00,34.1649,-118.3826
10779,121510229,2012-04-21,02:30,34.2012,-118.4037
10784,121511089,2012-05-06,02:15,34.1649,-118.379
10786,121510158,2012-04-14,18:30,34.1531,-118.3703
10787,121509387,2012-04-05,20:25,34.1985,-118.4052
10796,121509854,2012-04-14,02:30,34.217,-118.4127
10799,121507889,2012-03-09,20:00,34.1291,-118.3467
10807,121511272,2012-05-09,16:45,34.1329,-118.3559
10808,121511426,2012-05-10,16:50,34.1524,-118.3703
10827,121512524,2012-05-29,02:45,34.1576,-118.4465
10830,121510671,2012-04-25,15:00,34.1316,-118.352
10831,121508368,2012-03-19,06:55,34.1649,-118.379
10832,121513490,2012-06-19,10:40,34.1425,-118.3643
10836,121510221,2012-04-16,12:15,34.1425,-118.3643
10840,121508570,2012-03-22,07:10,34.1545,-118.3965
10842,121509675,2012-04-11,18:45,34.1556,-118.3703
